,beer_id,beer_name,abv,ibu,text,ibu_style_mean,bitter,style_name,brewery_name,city,state,country
1404,5210,Mama's Little Yella Pils,5.3,10.0,"Mamaí¢äåä¢s Little Yella Pils - Our upcoming new canned good is a small-batch version of the beer that made Pilsen, Czechoslovakia famous. Mamaí¢äåä¢s is made with hearty amounts of pale malt, German specialty malts, and a blend of traditional (Saaz) ",20.0,0,German-Style Pilsener,Oskar Blues Grill and Brew,Lyons,Colorado,United States
1405,5212,Kerplunk Imperial Chocolate Stout,8.1,10.0,Kerplunk! Imperial Chocolate Stout is named for the delicious sound made as large amounts of Wilbur chocolate and west coast hops are added directly into the simmering brew kettle. This hefty black imperial-style stout boasts a rich caramel sweetness lavi,,0,Undefined-Ignore,Spring House Brewing Company,Conestoga,Pennsylvania,United States
1406,5213,Beyond The Gates Double IPA,7.5,10.0,"This beer is for those of you who have been enjoying Seven Gates Pale Ale, and are ready for that next step. Beyond the Gates Double IPA is a highly hopped brew featuring plenty of Cascade and Columbus hops. These varieties give Beyond the Gates a floral ",35.0,0,Imperial or Double India Pale Ale,Spring House Brewing Company,Conestoga,Pennsylvania,United States
1407,5214,Baltic Porter,7.5,10.0,"A traditional lager-style beer, with its dark color and medium body, has a defined hop flavor balanced by the smoothness of extra special roasted malt. This healthy dose of over six malt flavors makes this beer perfect for the transition from winter into ",36.0,0,Porter,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
1408,5215,Shoo-Fly Porter,6.0,10.0,"Lancaster Brewing Companyí¢äåä¢s newest release is their limited series of Shoo-Fly Porter. From the heart of Pennsylvania Dutch Country comes a delicious porter made with Lancaster County molasses, eight different malts and grains, and four different s",36.0,0,Porter,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
1409,5217,Market Alley,4.5,10.0,Made exclusively for the Lancaster Dispensing Company.,55.0,0,American-Style Amber/Red Ale,Stoudt's Brewery,Adamstown,Pennsylvania,United States
1410,5220,Rondy Brew 2009,4.5,10.0,"RondyBrew 2009 is a rendezvous of playful pale malts and feisty American hops, designed to exhilarate your winter-weary soul. This copper-colored ale delivers citrusy and refreshing hop aroma and flavor.

This yearí¢äåä¢s label features Rondyí¢äåä¢s h",15.0,0,American-Style Pale Ale,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1411,5221,Oak-Aged Imperial Chocolate Pumpkin Porter,7.8,10.0,This version is even lovelier than the original. Share with your sweetie.,36.0,0,Porter,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1412,5222,Brewtality Espresso Black Bier,9.7,10.0,"Assistant Brewer Jeremiah works  primarily at Midnight Sun Brewing Company with regular hours at the AK Rock Gym and the occasional shift or two Kaladi Brothers Coffee. To keep up with his weekly work schedule, he enjoys locally roasted coffee in the morn",,0,Undefined-Ignore,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1413,5224,Michelob Hop Hound Amber Wheat,5.3,10.0,Unfiltered American amber wheat ale brewed with a blend of imported and domestic hops for a balanced slightly citrus hop aroma and caramel malty taste.,17.5,0,Light American Wheat Ale or Lager,Anheuser-Busch,Saint Louis,Missouri,United States
1414,5225,Haywords 5000,7.5,10.0,"Launched in the year 1983, Haywards 5000 is synonymous with strong beer in India. Haywards 5000 is brewed with the choicest of malts and hops lending itself to a unique flavour profile to suit the Indian taste and preference. Haywards 5000 is the hallmark",6.5,1,American-Style Lager,"Sabmiller India,",Bangalore,Karnataka,India
1415,5227,Richbrau Abbey-Style Ale,7.0,10.0,This recipe is meant to replicate a Belgian Abbey-style ale. Tart from the Belgian yeast but malty and sweet from the addition of rock candy sugar. Reddish brown in color.,30.0,0,Other Belgian-Style Ales,Richbrau Brewing Company,Richmond,Virginia,United States
1416,5228,Richbrau Oatmeal Stout,5.2,10.0,"If you doní¢äåä¢t do dark beers, do yourself a favor and cancel that policy for this Oatmeal Stout. Keywords: Sweet Lusciousness; Roasty chocolate. Served on a nitro tap.",24.0,0,Oatmeal Stout,Richbrau Brewing Company,Richmond,Virginia,United States
1417,5229,Santa's Little Helper Witbier,5.7,10.0,"We brewed this pleasantly aromatic wheat beer with the addition of bitter orange peel, coriander and a Belgian Abbey ale yeast strain. This beer is unfiltered and its flavor is tart but sweet and perfumey.",17.0,0,Belgian-Style White,Richbrau Brewing Company,Richmond,Virginia,United States
1418,5230,Richbrau Barleywine,12.3,10.0,"Malty, rich, complex with a notable hops balance. Aged for 90 days. For optimal taste allow the beer to warm on your table or from the heat of your hand around the glass. í_ pints only. 12.3 abv! Offered downstairs at the Taphouse or Pub Bar/ Dining Roo",65.0,0,American-Style Barley Wine Ale,Richbrau Brewing Company,Richmond,Virginia,United States
1419,5231,Richbrau India Pale Ale,6.2,10.0,"A hops showcase in aroma, flavor and bitterness. We used the delightful Amarillo hop as the most prominent choice.",82.5,0,American-Style India Pale Ale,Richbrau Brewing Company,Richmond,Virginia,United States
1420,5232,Big Nasty Porter,6.4,10.0,This dark brown porter has more bark than bite. It is actually fairly sweet and fruity with a nutty/chocolate flavor as well. Highly recommended.,36.0,0,Porter,Richbrau Brewing Company,Richmond,Virginia,United States
1421,5233,Old Nick Pale Ale,5.5,10.0,"Our pale ale is located toward the lighter side of the beer spectrum and we hope it will serve as a stepping stone into the more flavorful world of craft beer. Amber, caramel, fruity, hoppy and bitter.",15.0,0,American-Style Pale Ale,Richbrau Brewing Company,Richmond,Virginia,United States
1422,5234,Griffin Golden Ale,5.2,10.0,"Our lightest and palest signature brew, the Griffin is our house session beer. Notice the spicy character imparted by the German hops we use in the Griffin.",35.0,0,Golden or Blonde Ale,Richbrau Brewing Company,Richmond,Virginia,United States
1423,5235,Apache Trout Stout,5.0,10.0,"From Arizonaí¢äåä¢s high country comes Apache Trout Stout, a robust, full bodied, top fermented ale.  Our brewers use mountain pure water, select roasted barley, hops and yeast to create this traditional style.  Savor the balanced, roasted malt flavor a",30.0,0,Sweet Stout,Mogollon Brewing Company,Flagstaff,Arizona,United States
1424,5236,Wapiti Amber Ale,5.0,10.0,"This is our flagship ale.  The label for this beer is adorned with the majestic Wapiti (aka elk).  Wapiti are abundant in northern Arizona.  They are large and beautiful creatures, which is why we chose this animal to represent this beer.  Wapiti Amber Al",55.0,0,American-Style Amber/Red Ale,Mogollon Brewing Company,Flagstaff,Arizona,United States
1425,5237,Superstition Pale Ale,5.0,10.0,"If you are searching for a light, refreshing pale ale, your search is over!  Superstition Pale Ale is named after the Superstition Mountains which are just east of Phoenix.  This American pale ale is brewed using mountain pure water, select domestic grain",15.0,0,American-Style Pale Ale,Mogollon Brewing Company,Flagstaff,Arizona,United States
1426,5238,Heffevonom Bavarian Wheat,4.5,10.0,"A truly delicious beer, Heffevenom is a medium bodied, lightly hopped wheat beer brewed in the true Bavarian tradition.  Our brewers combine mountain pure water, select wheat and domestic malted grain, hops and yeast to create a highly refreshing ale with",15.0,0,South German-Style Hefeweizen,Mogollon Brewing Company,Flagstaff,Arizona,United States
1427,5239,Horny Toad IPA,7.1,10.0,"If you like big, bold, pronounced hop character, then this beer is for you.  One taste and youí¢äåä¢ll find yourself right smack in the middle of Hop Head Heaven!  But this beer has more to offer than just hops.  We use tons of the finest malted barley ",82.5,0,American-Style India Pale Ale,Mogollon Brewing Company,Flagstaff,Arizona,United States
1428,5240,Farm Girl Saison,6.0,10.0,"This pale golden, Belgian-influenced ale is for everyone: Farm Girl, wannabe Farm Girl. In the Belgian Farmhouse tradition, this brew has a dry malt finish and a spiciness that only Belgian yeasts can create. Smooth and well rounded... this one can please",30.0,0,French & Belgian-Style Saison,Lift Bridge Brewery,Stillwater,Minnesota,United States
1429,5241,Lift Bridge Pale Ale,5.5,10.0,Well balanced amber pale ale accentuated by multiple additions of floral Cascade hops and our unique introduction of grapefruit zest to compliment the citrus notes of the hops.,15.0,0,American-Style Pale Ale,Lift Bridge Brewery,Stillwater,Minnesota,United States
1430,5242,Biscotti,7.0,10.0,"We drew inspiration from Steveí¢äåä¢s Grandmotherí¢äåä¢s holiday biscotti recipe to create this one of a kind brew. By utilizing an array of malts, oats, wheat, pure local honey, light European hops and delicately spicing with Grains of Paradise, Mada",17.0,0,Belgian-Style Dark Strong Ale,Lift Bridge Brewery,Stillwater,Minnesota,United States
1431,5243,Harvestí_r Fresh Hop Ale,7.2,10.0,Constant addition of fresh Cascade and Willamette hops from Bradí¢äåä¢s Stillwater hop garden during boil and fermentation process. Aromatic and caramel malts compliment the hop character for an incredibly balanced beer that celebrates the hop harvest w,15.0,0,American-Style Pale Ale,Lift Bridge Brewery,Stillwater,Minnesota,United States
1432,5244,Double Mountain Kolsch,5.2,10.0,"In Cologne, Germany, many a brewery produces a light-bodied ale with a delicate fruitiness and rounded maltiness, attributable to the unique yeast strain commonly used. Our Kí_lsch is unfiltered and more generously hopped than its German cousin.",,0,Undefined-Ignore,Double Mountain Brewery & Taproom,Hood River,Oregon,United States
1433,5245,Double Mountain Pale Ale,5.1,10.0,"Ití¢äåä¢s easy to forget just how dynamite a well-made pale ale can treat you. Our Pale combines softness from our Pilsner malt,  a touch of sweetness from English crystal malt, and plenty of fruity, resinous Northwest hop flavor. The finish is dry, cle",15.0,0,American-Style Pale Ale,Double Mountain Brewery & Taproom,Hood River,Oregon,United States
1434,5246,"India Red Ale (The \IRA\"")""",6.8,10.0,"The í¢äåñIRAí¢äå, as ití¢äåä¢s known around here, marries a ruby red color and rich body with the hop flavors of an IPA. Our unique ale yeast strain adds a delicious layer of complexity. One of the first beers we made, and an enduring favorite.",82.5,0,American-Style India Pale Ale,Double Mountain Brewery & Taproom,Hood River,Oregon,United States
1435,5247,Hop Lava,7.0,10.0,"This big, glowing, powerful IPA is packed with assertive Northwest hops that are floral, citrusy and resinous. A healthy dose of Munich malt helps to provide backbone and balance against the hoppy attack. The result? Explosive!",82.5,0,American-Style India Pale Ale,Double Mountain Brewery & Taproom,Hood River,Oregon,United States
1436,5248,Double Mountain Altbier,5.6,10.0,"This special German-style ale is still made faithfully in Dusseldorf, just down the road from Cologne. Our interpretation is light brown in color and cleanly malty, with a crisp hoppy bitterness in the finish. 
Brewed with organic Pilsner and Munich malt;",20.0,0,German-Style Brown Ale/Altbier,Double Mountain Brewery & Taproom,Hood River,Oregon,United States
1437,5249,Yuengling Bock Beer,4.5,10.0,"In celebration of our 180th Anniversary year, the marketplace will see one of the first seasonal offerings from the Yuengling Brewery in many years. Yuengling has produced a Bock Beer in its long and storied past, and we have now reinvented that product f",22.0,0,Traditional German-Style Bock,Yuengling & Son Brewing,Pottsville,Pennsylvania,United States
1438,5251,Abbey IPA,7.0,10.0,"Belgian IPA, West Coast hops meet belgian yeast. Spicy, fruity and citrusy notes combine for an interesting fusion brew.",30.0,0,Other Belgian-Style Ales,Sacramento Brewing Company,Sacramento,California,United States
1439,5252,Barristers Bitter,4.0,10.0,Low in alcohol but big in flavor. This beer is dry hopped like an IPA but the alcohol and bitterness have been reduced for a great session beer.,25.0,0,Extra Special Bitter,Sacramento Brewing Company,Sacramento,California,United States
1440,5253,Sacramento Bock,6.5,10.0,A stronger German lager brewed with lots and lots of Munich malt for a toasty bready like aroma.,22.0,0,Traditional German-Style Bock,Sacramento Brewing Company,Sacramento,California,United States
1441,5254,Brewhouse Lager,4.5,10.0,A light all malt lager with delicate hop finish.,6.5,1,American-Style Lager,Sacramento Brewing Company,Sacramento,California,United States
1442,5255,Sacramento Nut Brown Ale,5.4,10.0,A malty dark ale wtih ale with a chocolate and biscuit like flavor and balanced finish.,30.0,0,American-Style Brown Ale,Sacramento Brewing Company,Sacramento,California,United States
1443,5256,Hellsmoke Porter,5.7,10.0,"A roasty robust porter. 
Brewed with malt that I smoke over alder and apple wood. 

Goes great with steak, burgers, 
as well as barbecued, grilled, or smoked food. 
Kielbasi! 

Cheeses? 
Try it with Gouda, Brie, Swiss, or Havarti.",36.0,0,Porter,The Blind Bat Brewery LLC,Centerport,New York,United States
1444,5257,Wheatley Hills Weizenbock,7.5,10.0,"Malty and yeasty, with some sweetness along with hints of cloves and banana. (thanks to the yeast!) 

Low hop bitterness, highly carbonated. Unfiltered, and so a bit cloudy with that magical yeast. 

Pairs well with Thai, Szechuan, Mexican, and Caribbean ",15.0,0,South German-Style Hefeweizen,The Blind Bat Brewery LLC,Centerport,New York,United States
1445,5258,Long Island Potato Stout,3.9,10.0,"Brewed with real mashed Long Island Potatoes (or is it \Potatos\""?) in the mash - hence",65.0,0,American-Style Stout,The Blind Bat Brewery LLC,Centerport,New York,United States
1446,5259,Old Walt Smoked Wit,5.0,10.0,"A smoked wit, you say? 
Yup. 

Researching smoked beers led me to a world of smoked wheat beers, particularly a smoked wheat beer popular in Poland about 100 years ago. (I'll list that one as one of the Blind Bat beers when I'm happy with the test batches",17.0,0,Belgian-Style White,The Blind Bat Brewery LLC,Centerport,New York,United States
1447,5260,Harborfields HefeWeizen,4.5,10.0,"Sometimes it's good to keep it simple. 

Harborfields HefeWeizen is modeled after the German classic, but meant to be available fresh (like you would enjoy if you were in Germany). Shipping over long distances is not always a friend to beer. 

Named for t",15.0,0,South German-Style Hefeweizen,The Blind Bat Brewery LLC,Centerport,New York,United States
1448,5261,Samuel Adams Imperial Stout,9.2,10.0,"Samuel Adams Imperial Stout is our take on the stouts brewed by 18th century English brewers for the Russian Imperial Court of Catherine II. The special malted barley in this intense and massive brew delivers rich flavours like dark chocolate, coffee and ",42.5,0,American-Style Imperial Stout,Boston Beer Company,Boston,Massachusetts,United States
1449,5262,Samuel Adams Imperial White,14.5,10.0,Samuel Adams¬ Imperial White is a new perspective on the classic witbier style.  Witbiers are normally light and refreshing with a fruity finish and we wanted to see how these characteristics would stand up when we amped up the recipe.  We were totally b,17.0,0,Belgian-Style White,Boston Beer Company,Boston,Massachusetts,United States
1450,5263,HUB Lager,5.1,10.0,Our Czech style pilsner is all malt all the time-no choicest rice or corn syrup here! Whole flower Czech Saaz hops balance the delicate honey flavor of our organic Canadian grown pilsner malt creating a golden beer with depth of character.,20.0,0,German-Style Pilsener,Hopworks Urban Brewery,Portland,Oregon,United States
1451,5264,Hopworks IPA,6.6,10.0,"Our namesake IPA is a Northwest classic. Generous additions of Amarillo, Centennial, and Ahtanum hops find their way into the kettle, hop-back, and dry-hop. This judicious use of the \brewers spice\"" creates rich and resinous flavors of citrus fruit and p",82.5,0,American-Style India Pale Ale,Hopworks Urban Brewery,Portland,Oregon,United States
1452,5265,Velvet ESB,5.2,10.0,This English Session Beer has a delicious floral hop aroma and flavor. A heaping helping of organic caramel malt and touch of organic chocolate malt give this beer its beautiful mahogany color while organic oats from Bob's Red Mill velvetize the texture. ,25.0,0,Extra Special Bitter,Hopworks Urban Brewery,Portland,Oregon,United States
1453,5266,Crosstown Pale Ale,5.3,10.0,"This beer bridges east and west with a lane dedicated to riders who aren't afraid to get dirty. Three kinds of organic caramel malts and a 24 pound whirlpool hop bomb keep things interesting while the wheels go round and round. Cheers to narrow knobbies, ",15.0,0,American-Style Pale Ale,Hopworks Urban Brewery,Portland,Oregon,United States
1454,5267,Deluxe Organic Ale,6.9,10.0,\Strong like bull but sweet like your momma. This unique beer is a trifecta of bold flavors. Hops,60.0,0,American-Style Strong Pale Ale,Hopworks Urban Brewery,Portland,Oregon,United States
1455,5268,Survival Stout,5.3,10.0,"Beer of the Ancients! Barley (Egyptian), Wheat (Mesopotamian), Oats (Egyptian), Amaranth (Aztec), Quinoa (Incan), Spelt (Mesopotamian), and Kamut (Egyptian) sustain the soul with a nutrients cultivated through the millennia. Finished with 15 pounds of col",24.0,0,Oatmeal Stout,Hopworks Urban Brewery,Portland,Oregon,United States
1456,5269,Hop Juice Double IPA,9.4,10.0,"Here at Left Coast Brewing Co. we pride ourselves on being one of the first breweries to pioneer a Double IPA style beer. In 2003, we brewed our first Double IPA, and haven't looked back since. This hop monster uses Premium American 2- Row and a touch of ",35.0,0,Imperial or Double India Pale Ale,Left Coast Brewing,San Clemente,California,United States
1457,5270,Renegade IPA,5.8,10.0,Our award-winning India Pale Ale  is a hop loverí¢äåä¢s dream. We use Galena and Cascade hops in the kettle and dry-hop with more cascade during conditioning. This copper-colored ale has a nice maltiness to balance all the hops.,82.5,0,American-Style India Pale Ale,Estes Park Brewery,Estes Park,Colorado,United States
1458,5271,Long's Peak Raspberry Wheat,4.2,10.0,This is one of our most popular beers. It is a light and refreshing raspberry-flavored wheat ale.  We use pure raspberry extract to give this beer its fruity aroma and flavor.,37.5,0,Fruit Beer,Estes Park Brewery,Estes Park,Colorado,United States
1459,5272,Stinger Wild Honey Wheat,6.0,10.0,We put close to a half a pound of Colorado honey per case in this wheat ale. The honey adds a sweetness and raises the alcohol content slightly. We use Mount hood and hallertau hops.,17.5,0,Light American Wheat Ale or Lager,Estes Park Brewery,Estes Park,Colorado,United States
1460,5273,Estes Park Porter,4.6,10.0,"Porters are dark ales without the roasted malt character of a stout. Our porter is a brown porter with a very smooth, balanced profile.",36.0,0,Porter,Estes Park Brewery,Estes Park,Colorado,United States
1461,5274,Estes Park Gold,4.2,10.0,"This is our smooth golden ale. Our Gold has a medium body and low to medium hop bitterness 
and aroma.",35.0,0,Golden or Blonde Ale,Estes Park Brewery,Estes Park,Colorado,United States
1462,5275,Samson Stout,5.0,10.0,Our commemorative ale honors Samson the elk. This is an oatmeal stout that is full-bodied with a wonderful roasted flavor and just a touch of sweetness.,65.0,0,American-Style Stout,Estes Park Brewery,Estes Park,Colorado,United States
1463,5276,Trail Ridge Red,4.5,10.0,Our red is a special bitter. This means it has medium body and mild bitterness. These balance well with the rich copper color. We use American hops.,55.0,0,American-Style Amber/Red Ale,Estes Park Brewery,Estes Park,Colorado,United States
1464,5277,Border Gold Oranic Ale,6.0,10.0,"According to legend, gold panned from the crystal clear Border streams of the Yarrow valley, nearby the site of the Broughton Ales brewery, was used to make the third wedding ring of Mary Queen of Scots.
 
This golden coloured ale is brewed with a skilful",35.0,0,Golden or Blonde Ale,Broughton Ales,The Borders,Scotland,United Kingdom
1465,5278,Flying Mouflan,9.3,10.0,This strong alluring ale is two beers in one. Cracking open a fresh bottle unleashes hops and heat with more than 100 IBUs emanating from three hop varieties and sweet burn of 9.3% ABV. Cellaring the Flying Mouflan in a cool dark place at 50 degrees for a,65.0,0,American-Style Barley Wine Ale,Troegs Brewing,Harrisburg,Pennsylvania,United States
1466,5279,Live Oak Hefeweizen,4.5,10.0,"Modeled after the classic wheat beers of Bavaria, our HefeWeizen has a cloudy, straw-colored appearance with a thick, creamy head. It is fermented with an authentic Weizenbier yeast strain which imparts delicate notes of clove, vanilla and banana which ha",15.0,0,South German-Style Hefeweizen,Live Oak Brewing,Austin,Texas,United States
1467,5280,Live Oak Pilz,4.5,10.0,"Crisp, clean, and refreshing, this pilsner is styled after the original Bohemian classic from the town of Pizen, Czech Republic, Pilz is a golden-colored brew that balances a pleasant hoppiness with its smooth malt flavor. It finishes dry with a moderate ",20.0,0,German-Style Pilsener,Live Oak Brewing,Austin,Texas,United States
1468,5281,Live Oak Pale Ale,4.5,10.0,"A delicious example of the \neo-classical\"" American beer style. It has a beautiful copper color and is topped with a thick rich head. With a hint of ale fruitiness in the nose",15.0,0,American-Style Pale Ale,Live Oak Brewing,Austin,Texas,United States
1469,5282,Oaktoberfest,4.5,10.0,"A fall classic, our Oaktoberfest emphasizes rich malt flavor. We use German malt and hops to give it an authentic Bavarian character. The rich, maltiness of this brew is a good match with spicy cuisine, as well as barbecue. Live Oak Oaktoberfest will cert",26.0,0,German-Style Oktoberfest,Live Oak Brewing,Austin,Texas,United States
1470,5283,Liberation Ale,6.0,10.0,"With about 6.0% ABV, this one will surely warm the ol' gullet during a cold central Texas winter - both days! Our India Pale Ale (IPA) is light in color and strong in hop character. Dry hopping with Cascade hops, gives this winter favorite a delicious cit",82.5,0,American-Style India Pale Ale,Live Oak Brewing,Austin,Texas,United States
1471,5285,Bell's Batch 9000,12.5,10.0,\Black,60.0,0,American-Style Strong Pale Ale,Bell's Brewery Inc.,Galesburg,Michigan,United States
1472,5286,Uberhoppy Imperial IPA,14.5,10.0,"A massively hopped Imperial IPA brewed to celebrate Valley Brews 10th anniversary. 1 pound of hops were added every 10 minutes during a 100 minute boil, a total of 10 different boiling hops. 4 different fresh hops were used in the hopback and then the bee",35.0,0,Imperial or Double India Pale Ale,Valley Brewing Company,Stockton,California,United States
1473,5287,Black Cat Stout,6.0,10.0,"Our Black Cat Stout is brewed using a blend of Chocolate, Carafa, Crystal and Munich malts. A small amount of wheat and oatmeal are added to give the beer body and mouth feel. Small amounts of roasted malts are added to give the beer a dry 
coffee finish.",65.0,0,American-Style Stout,Valley Brewing Company,Stockton,California,United States
1474,5288,Hitman Gold,5.5,10.0,"Hitman Gold is an American Pale Ale. The flavor is smooth but aggressively hopped with Simcoe Hops. The beer is best described as a í¢äåñmini-IPAí¢äå. The beer is inspired by the famous wrestler Bret The Hitman Hart, who also is the artist who design",15.0,0,American-Style Pale Ale,Valley Brewing Company,Stockton,California,United States
1475,5289,Valley Brewing London Tavern Ale,4.4,10.0,A classic English Style Mild with a light hop profile. London Tavern Ale is a well balanced beer with caramel flavor and English character. Only traditional English Kent Goldings and Fuggles hops are used.,17.0,0,English-Style Pale Mild Ale,Valley Brewing Company,Stockton,California,United States
1476,5290,Indian Red Ale,6.5,10.0,A flavorful Red Ale with a generous helping of fresh Cascade hops. A full-bodied unfiltered beer with a slightly dry and roasted finish.,55.0,0,American-Style Amber/Red Ale,Valley Brewing Company,Stockton,California,United States
1477,5291,Cobra-Hood IPA,7.3,10.0,"Our India Pale Ale is brewed in a California IPA style. The beer is generously hopped for bitterness with Magnum hops and finished with fresh Amarillo, Ahtanum and Cascade hops.",35.0,0,Imperial or Double India Pale Ale,Valley Brewing Company,Stockton,California,United States
1478,5292,Valley Brew Pale Wheat,4.0,10.0,An American style Wheat Ale made with 50% malted 2 Row barley and 50% malted wheat. Valley Brew Pale Wheat is lightly hopped to produce a smooth and satisfying finish.,17.5,0,Light American Wheat Ale or Lager,Valley Brewing Company,Stockton,California,United States
1479,5293,Ports Pale Ale,4.3,10.0,Ports Pale Ale is an extremely light and easy to drink Pale Ale. It is brewed with the finest German and English Malt and Hops. Brewed for the local Stockton ports baseball team.,15.0,0,American-Style Pale Ale,Valley Brewing Company,Stockton,California,United States
1480,5294,Valley Brewing Apricot Ale,4.0,10.0,Apricot Ale is a fruit beer produced using 100% Apricot fruit extract. The beer has a hint of Apricot in the nose and a sweet clean and refreshing finish.,37.5,0,Fruit Beer,Valley Brewing Company,Stockton,California,United States
1481,5295,Valley Berry Wheat,4.0,10.0,"Valley Berry Wheat is a fruit beer produced using pure fruit extracts of Raspberry, Wildberry, Cherry and Blueberry. The beer has a wonderful fruity nose and a smooth clean finish.",37.5,0,Fruit Beer,Valley Brewing Company,Stockton,California,United States
1482,5296,Fat City Ale,4.5,10.0,Fat City Ale is the newest release from Valley Brewing Company. Fat City Ale is produced using only the finest 2-Row Barley and fresh Hops resulting in a crisp and refreshing flavor.,35.0,0,Golden or Blonde Ale,Valley Brewing Company,Stockton,California,United States
1483,5298,Double Wide I.P.A.,8.5,10.0,"Double-Wide I.P.A. uses Zeus and Magnum hops for both bittering and aroma, with Ahtanum hops added solely for aroma. Two additional dry hopping regimens employ Ahtanum, Centennial, and Chinook varietals. The resulting beer í¢äåäóì not surprisingly í¢äåä",35.0,0,Imperial or Double India Pale Ale,Boulevard Brewing Company,Kansas City,Missouri,United States
1484,5299,Single-Wide I.P.A.,5.7,10.0,"The latest addition to the Boulevard family of year-around beers, Single-Wide I.P.A. is our take on a style that originated in 18th century Great Britain. This American version -- inspired by our Smokestack Series Double-Wide I.P.A. -- boasts a heady comb",82.5,0,American-Style India Pale Ale,Boulevard Brewing Company,Kansas City,Missouri,United States
1485,5300,Boulevard Irish Ale,5.8,10.0,"Irish Ale, Boulevardí¢äåä¢s spring seasonal beer, is our Midwestern tribute to the legendary red ales of old Ireland. Our recipe combines six kinds of pale and roasted barley malts to provide a rich, toasty flavor and tawny reddish hue.",24.0,0,Irish-Style Red Ale,Boulevard Brewing Company,Kansas City,Missouri,United States
1486,5301,Boulevard Maibock,5.95,10.0,"First introduced in 2008, Boulevard Maibock is a new, limited-release seasonal brew. A welcome sign of Spring, this beer is a traditional German lager, lighter in color than other bocks. Boulevardí¢äåä¢s Maibock is a distinctive, refreshing take on this",25.0,0,German-Style Heller Bock/Maibock,Boulevard Brewing Company,Kansas City,Missouri,United States
1487,5302,Bouldevard ZíÍN,4.4,10.0,"Boulevardí¢äåä¢s summer seasonal is our interpretation of a classic Belgian witbier. ZíÍN (Flemish for í¢äåñsuní¢äå) combines the subtle flavors of coriander and orange peel with other traditional ingredients to create a delightful, refreshing su",17.0,0,Belgian-Style White,Boulevard Brewing Company,Kansas City,Missouri,United States
1488,5303,Bob's '47 Oktoberfest,5.8,10.0,"Boulevardí¢äåä¢s fall seasonal beer, Bobí¢äåä¢s í¢äåä¢47 Oktoberfest is a medium-bodied, dark amber brew with a malty flavor and well-balanced hop character. With this Munich-style lager we solute our friend Bob Werkowitch, Master Brewer and 1947 gr",26.0,0,German-Style Oktoberfest,Boulevard Brewing Company,Kansas City,Missouri,United States
1489,5304,Hoppe Imperial Extra Pale Ale,8.0,10.0,"The simplicity of Hoppe tests the skill and ability of the brewer to create something truly majestic. We craft this much like a sculptor who uses only a hammer and chisel to shape stone into a masterpiece. Hoppe is spawned of these few essentials: barley,",35.0,0,Imperial or Double India Pale Ale,Southern Tier Brewing Co,Lakewood,New York,United States
1490,5305,Gemini Imperial Blended Ale,14.5,10.0,"High in the winter sky, two parallel stick figures are visible & known as í¢äåñthe twins,í¢äå or the constellation Gemini. The astronauts of the 1960s flew as teams of two in a program named after the celestial pairing. At Southern Tier, we have our ",35.0,0,Imperial or Double India Pale Ale,Southern Tier Brewing Co,Lakewood,New York,United States
1491,5306,Victorian IPA,6.2,10.0,"Our IPA has lots of malt and hop character.  This style originated during Queen Victoriaí¢äåä¢s reign as a strong, flavorful ale, which was able to survive the ocean voyage from England to India during the British occupation.",82.5,0,American-Style India Pale Ale,Sonoran Brewing Company,Scottsdale,Arizona,United States
1492,5307,Burning Bird Pale Ale,4.8,10.0,"The Burning Bird is our representation of the Phoenix, our cityí¢äåä¢s namesake, a mythical bird which lived 500 years, consumed itself by fire, then was reborn from its ashes. Like the phoenix of old, this pale ale is reborn from the time when fabulous",15.0,0,American-Style Pale Ale,Sonoran Brewing Company,Scottsdale,Arizona,United States
1493,5310,Dubble Fantasy,5.0,10.0,Abbey ale with hints of bubble gum flavor.,30.0,0,Other Belgian-Style Ales,San Diego Brewing,San Diego,California,United States
1494,5312,Dundee Pale Bock Lager,6.25,10.0,"Certain things seem interminable. The line at the DMV. The commencement address. Winter. 

But take heart. Even the longest, darkest winter gives way to spring and a new sense of optimism that the best is just ahead. That thoughtí¢äåäóand an itchy wool ",25.0,0,German-Style Heller Bock/Maibock,High Falls Brewing,Rochester,New York,United States
1495,5313,Dundee Porter,6.5,10.0,"More and more weí¢äåä¢re becoming a nation of milquetoasts. And nowhere is that more evident than in our beerí¢äåäópuny liquids without calories, carbs, or cojones. 

But it neední¢äåä¢t be that way, my friend! Sure, we doní¢äåä¢t want to make a l",36.0,0,Porter,High Falls Brewing,Rochester,New York,United States
1496,5314,Dundee Wheat Beer,4.2,10.0,"Senator Joseph McCarthy. The Hollow Earth Society. Members of the Spanish Inquisition. All convinced they were blessed with the gift of clarity. And proof that clarity might be overrated. 

Sometimes, being unclearí¢äåäóand a little flexibleí¢äåäóis a",17.5,0,Light American Wheat Ale or Lager,High Falls Brewing,Rochester,New York,United States
